,clean_acc,Linf_acc,L2_acc,L1_acc,common_acc,sum,geom,model_size,backbone,dataset,loss_function,pre_training_dataset,pre_training_strategy,volume_pre_training_data,backbone_name,model_type,ft_strategy
10,0.9666666666666667,0.8,0.9,0.8238095238095238,0.8634920634920635,4.3539682539682545,0.49510167800453525,large,convnext_base.fb_in22k,uc-merced-land-use-dataset,TRADES_v2,in22k,supervised,14197122,"convnext_b,sup,in22k",fully convolutional,FFT (50 epochs)
11,0.9714285714285714,0.8253968253968254,0.8809523809523809,0.6642857142857143,0.861904761904762,4.203968253968254,0.4044271412484657,large,robust_convnext_base,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised (robust),1281167,"convnext_b,rob-sup,in1k",fully convolutional,FFT (50 epochs)
12,0.9428571428571428,0.6349206349206349,0.7952380952380952,0.680952380952381,0.7904761904761904,3.844444444444444,0.25625246388372863,large,vit_base_patch16_224.augreg_in1k,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"vit_b,sup,in1k",fully attention,FFT (50 epochs)
13,0.6666666666666666,0.22857142857142856,0.23809523809523808,0.02857142857142857,0.44761904761904764,1.6095238095238094,0.00046400419578262135,large,vit_base_patch16_224.augreg_in21k,uc-merced-land-use-dataset,TRADES_v2,in22k,supervised,14197122,"vit_b,sup,in22k",fully attention,FFT (50 epochs)
14,0.0880952380952381,0.05,0.030952380952380953,0.023809523809523808,0.08253968253968254,0.2753968253968254,2.6793534244133534e-07,large,vit_base_patch16_clip_224.laion2b,uc-merced-land-use-dataset,TRADES_v2,laion2B,self-supervised (multimodal),2320000000,"vit_b,clip,laion2b",fully attention,FFT (50 epochs)
15,0.8952380952380953,0.580952380952381,0.7619047619047619,0.7015873015873015,0.7174603174603175,3.6571428571428575,0.1994616391274903,medium,convnext_tiny.fb_in1k,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"convnext_t,sup,in1k",fully convolutional,FFT (50 epochs)
16,0.9595238095238096,0.8595238095238096,0.8357142857142857,0.5047619047619047,0.8222222222222222,3.981746031746032,0.2860535054066978,medium,robust_convnext_tiny,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised (robust),1281167,"convnext_t,rob-sup,in1k",fully convolutional,FFT (50 epochs)
17,0.18333333333333332,0.01904761904761905,0.023809523809523808,0.0,0.15,0.3761904761904762,0.0,medium,robust_deit_small_patch16_224,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised (robust),1281167,"deit_s,rob-sup,in1k",fully attention,FFT (50 epochs)
18,0.8833333333333333,0.5,0.669047619047619,0.5301587301587302,0.6761904761904762,3.2587301587301587,0.10593186540930305,medium,vit_small_patch16_224.augreg_in1k,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"vit_s,sup,in1k",fully attention,FFT (50 epochs)
19,0.9523809523809523,0.22857142857142856,0.4380952380952381,0.580952380952381,0.7928571428571428,2.992857142857143,0.04392751697374771,medium,convnext_tiny.fb_in22k,uc-merced-land-use-dataset,TRADES_v2,in22k,supervised,14197122,"convnext_t,sup,in22k",fully convolutional,FFT (50 epochs)
20,0.9523809523809523,0.7333333333333333,0.8095238095238095,0.5857142857142857,0.7777777777777778,3.858730158730159,0.25756277819769885,large,vit_base_patch16_clip_224.laion2b_ft_in1k,uc-merced-land-use-dataset,TRADES_v2,laion2b+in1k,hybrid,2321281167,"vit_b,clip,laion2b",fully attention,FFT (50 epochs)
21,0.04285714285714286,0.0,0.0,0.0,0.09285714285714286,0.13571428571428573,0.0,large,vit_base_patch16_224.augreg_in21k_ft_in1k,uc-merced-land-use-dataset,TRADES_v2,in22k+in1k,supervised,15478289,"vit_b,sup,ink22k-in1k",fully attention,FFT (50 epochs)
22,0.6063492063492063,0.17777777777777778,0.2785714285714286,0.25476190476190474,0.3619047619047619,1.6793650793650794,0.0027686346052656382,medium,vit_small_patch16_224.augreg_in21k_ft_in1k,uc-merced-land-use-dataset,TRADES_v2,in22k+in1k,supervised,15478289,"vit_s,sup,ink22k-in1k",fully attention,FFT (50 epochs)
23,0.9761904761904762,0.7619047619047619,0.8,0.07380952380952381,0.8142857142857143,3.4261904761904765,0.035761395714748484,large,eva02_base_patch14_224.mim_in22k,uc-merced-land-use-dataset,TRADES_v2,in22k,self-supervised,14197122,"eva02_b,mim,ink22k",fully attention,FFT (50 epochs)
24,0.42142857142857143,0.0,0.0,0.0,0.24047619047619048,0.6619047619047619,0.0,medium,eva02_tiny_patch14_224.mim_in22k,uc-merced-land-use-dataset,TRADES_v2,in22k,self-supervised,14197122,"eva02_b,mim,ink22k",fully attention,FFT (50 epochs)
25,0.9547619047619048,0.7214285714285714,0.8761904761904762,0.8547619047619047,0.8380952380952381,4.245238095238095,0.4323400613647899,large,swin_base_patch4_window7_224.ms_in22k_ft_in1k,uc-merced-land-use-dataset,TRADES_v2,in22k+in1k,supervised,15478289,"swin_b,sup,ink22k-in1k",fully attention,FFT (50 epochs)
26,0.19523809523809524,0.0,0.0,0.0,0.11428571428571428,0.30952380952380953,0.0,medium,swin_tiny_patch4_window7_224.ms_in1k,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"swin_t,sup,in1k",fully attention,FFT (50 epochs)
27,0.569047619047619,0.2761904761904762,0.4158730158730159,0.4166666666666667,0.42142857142857143,2.0992063492063493,0.011477063526342762,large,convnext_base.clip_laion2b_augreg_ft_in12k_in1k,uc-merced-land-use-dataset,TRADES_v2,laion2b+in12k+in1k,hybrid,2330281167,"convnext_b,hybrid,laion2b-in12k-in1k",fully convolutional,FFT (50 epochs)
28,0.9523809523809523,0.0,0.0,0.0,0.8063492063492064,1.7587301587301587,0.0,large,convnext_base.fb_in22k_ft_in1k,uc-merced-land-use-dataset,TRADES_v2,in22k+in1k,supervised,15478289,"convnext_b,sup,in22k-in1k",fully convolutional,FFT (50 epochs)
29,0.9523809523809523,0.5119047619047619,0.7523809523809524,0.7841269841269841,0.8031746031746032,3.8039682539682538,0.23101172843451004,medium,convnext_tiny.fb_in22k_ft_in1k,uc-merced-land-use-dataset,TRADES_v2,in22k+in1k,supervised,15478289,"convnext_t,sup,in22k-in1k",fully convolutional,FFT (50 epochs)
30,0.9547619047619048,0.7404761904761905,0.8444444444444444,0.7404761904761905,0.7555555555555555,4.0357142857142865,0.33400638234678554,medium,coatnet_0_rw_224.sw_in1k,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"coatnet_0,sup,in1k",hybrid,FFT (50 epochs)
31,0.9714285714285714,0.8023809523809524,0.8952380952380953,0.819047619047619,0.8571428571428571,4.345238095238095,0.4898830355076919,large,coatnet_2_rw_224.sw_in12k_ft_in1k,uc-merced-land-use-dataset,TRADES_v2,in12k+in1k,supervised,10281167,"coatnet_2,sup,in12k-in1k",hybrid,FFT (50 epochs)
32,0.9595238095238096,0.7404761904761905,0.8666666666666667,0.7928571428571428,0.861904761904762,4.2214285714285715,0.4207975192820893,large,coatnet_2_rw_224.sw_in12k,uc-merced-land-use-dataset,TRADES_v2,in12k,supervised,9000000,"coatnet_2,sup,in12k",hybrid,FFT (50 epochs)
33,0.9238095238095239,0.0,0.011904761904761904,0.1619047619047619,0.6634920634920635,1.761111111111111,0.0,small,regnetx_004.pycls_in1k,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"regnetx_004,sup,in1k",fully convolutional,FFT (50 epochs)
34,0.4666666666666667,0.08095238095238096,0.09523809523809523,0.030952380952380953,0.319047619047619,0.9928571428571429,3.553012033737657e-05,small,efficientnet-b0,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"efficientnet_b0,sup,in1k",fully convolutional,FFT (50 epochs)
35,0.919047619047619,0.5619047619047619,0.7095238095238096,0.4785714285714286,0.6928571428571428,3.3619047619047624,0.1214949330746228,small,deit_tiny_patch16_224.fb_in1k,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"deit_t,sup,in1k",fully attention,FFT (50 epochs)
36,0.6452380952380953,0.24523809523809523,0.26666666666666666,0.12142857142857143,0.3880952380952381,1.6666666666666667,0.0019885470303011607,small,mobilevit-small,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"mobilevit_s,sup,in1k",hybrid,FFT (50 epochs)
37,0.9619047619047619,0.0,0.023809523809523808,0.21904761904761905,0.5166666666666667,1.7214285714285715,0.0,small,mobilenetv3_large_100.ra_in1k,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"mobilenet_v3,sup,in1k",fully convolutional,FFT (50 epochs)
38,0.9380952380952381,0.3619047619047619,0.7023809523809523,0.7333333333333333,0.7404761904761905,3.4761904761904763,0.1294870924837559,small,edgenext_small.usi_in1k,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"edgenetx_s,sup,in1k",hybrid,FFT (50 epochs)
39,0.9714285714285714,0.5238095238095238,0.7047619047619048,0.6253968253968254,0.7476190476190476,3.573015873015873,0.16767283747390185,small,coat_tiny.in1k,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"coat_t,sup,in1k",hybrid,FFT (50 epochs)
40,0.87,0.686,0.556,0.096,0.76,2.968,0.024210456883200004,large,CLIP-convnext_base_w-laion_aesthetic-s13B-b82K,stanford_cars,TRADES_v2,laion_aesthetic,self-supervised (multimodal),900000000,"convnext_b,clip,laiona",fully convolutional,FFT (50 epochs)
41,0.889,0.687,0.567,0.096,0.772,3.011,0.025664339417472,large,CLIP-convnext_base_w-laion2B-s13B-b82K,stanford_cars,TRADES_v2,laion2B,self-supervised (multimodal),2320000000,"convnext_b,clip,laion2b",fully convolutional,FFT (50 epochs)
42,0.591,0.187,0.195,0.038,0.444,1.455,0.00036360535067999993,medium,deit_small_patch16_224.fb_in1k,stanford_cars,TRADES_v2,in1k,supervised,1281167,"deit_s,sup,in1k",fully attention,FFT (50 epochs)
43,0.364,0.063,0.01,0.0,0.244,0.681,0.0,medium,robust_resnet50,stanford_cars,TRADES_v2,in1k,supervised (robust),1281167,"resnet50,rob-sup,in1k",fully convolutional,FFT (50 epochs)
44,0.5093333333333333,0.132,0.128,0.009333333333333334,0.408,1.1866666666666665,3.2770490367999996e-05,medium,vit_small_patch16_224.augreg_in21k,stanford_cars,TRADES_v2,in22k,supervised,14197122,"vit_s,sup,in22k",fully attention,FFT (50 epochs)
45,0.745,0.411,0.43,0.126,0.606,2.3179999999999996,0.0100533249306,large,convnext_base.fb_in1k,stanford_cars,TRADES_v2,in1k,supervised,1281167,"convnext_b,sup,in1k",fully convolutional,FFT (50 epochs)
46,0.612,0.0,0.0,0.017,0.416,1.045,0.0,medium,resnet50.a1_in1k,stanford_cars,TRADES_v2,in1k,supervised,1281167,"resnet50,sup,in1k",fully convolutional,FFT (50 epochs)
47,0.423,0.129,0.136,0.037,0.354,1.0790000000000002,9.720172497599999e-05,large,robust_vit_base_patch16_224,stanford_cars,TRADES_v2,in1k,supervised (robust),1281167,"vit_b,rob-sup,in1k",fully attention,FFT (50 epochs)
48,0.641,0.279,0.264,0.042,0.544,1.7700000000000002,0.0010787339566080004,large,vit_base_patch16_224.mae,stanford_cars,TRADES_v2,in1k,self-supervised,1281167,"vit_b,mae,in1k",fully attention,FFT (50 epochs)
49,0.11866666666666667,0.005333333333333333,0.013333333333333334,0.002,0.064,0.20333333333333334,1.0801303703703704e-09,medium,vit_small_patch16_224.dino,stanford_cars,TRADES_v2,in1k,self-supervised,1281167,"vit_b,dino,in1k",fully attention,FFT (50 epochs)
50,0.742,0.449,0.444,0.17333333333333334,0.635,2.4433333333333334,0.016281298196800003,large,convnext_base.fb_in22k,stanford_cars,TRADES_v2,in22k,supervised,14197122,"convnext_b,sup,in22k",fully convolutional,FFT (50 epochs)
51,0.659,0.371,0.354,0.115,0.5373333333333333,2.0363333333333333,0.00534815775676,large,robust_convnext_base,stanford_cars,TRADES_v2,in1k,supervised (robust),1281167,"convnext_b,rob-sup,in1k",fully convolutional,FFT (50 epochs)
52,0.538,0.142,0.152,0.028,0.436,1.296,0.00014176163993599998,large,vit_base_patch16_224.augreg_in1k,stanford_cars,TRADES_v2,in1k,supervised,1281167,"vit_b,sup,in1k",fully attention,FFT (50 epochs)
53,0.404,0.093,0.081,0.007,0.321,0.9059999999999999,6.838367004000001e-06,large,vit_base_patch16_224.augreg_in21k,stanford_cars,TRADES_v2,in22k,supervised,14197122,"vit_b,sup,in22k",fully attention,FFT (50 epochs)
54,0.827,0.5,0.43066666666666664,0.075,0.712,2.5446666666666666,0.009509507599999998,large,vit_base_patch16_clip_224.laion2b,stanford_cars,TRADES_v2,laion2B,self-supervised (multimodal),2320000000,"vit_b,clip,laion2b",fully attention,FFT (50 epochs)
55,0.692,0.31466666666666665,0.357,0.117,0.5546666666666666,2.035333333333333,0.005044788682752,medium,convnext_tiny.fb_in1k,stanford_cars,TRADES_v2,in1k,supervised,1281167,"convnext_t,sup,in1k",fully convolutional,FFT (50 epochs)
56,0.334,0.052,0.015,0.004,0.20266666666666666,0.6076666666666667,2.1119488000000005e-07,medium,robust_convnext_tiny,stanford_cars,TRADES_v2,in1k,supervised (robust),1281167,"convnext_t,rob-sup,in1k",fully convolutional,FFT (50 epochs)
57,0.676,0.323,0.179,0.012,0.565,1.7550000000000001,0.00026499149976,medium,robust_deit_small_patch16_224,stanford_cars,TRADES_v2,in1k,supervised (robust),1281167,"deit_s,rob-sup,in1k",fully attention,FFT (50 epochs)
58,0.042,0.007,0.007,0.005333333333333333,0.039,0.10033333333333333,4.2806400000000005e-10,medium,vit_small_patch16_224.augreg_in1k,stanford_cars,TRADES_v2,in1k,supervised,1281167,"vit_s,sup,in1k",fully attention,FFT (50 epochs)
59,0.081,0.022,0.027,0.02666666666666667,0.064,0.22066666666666668,8.211456000000001e-08,medium,convnext_tiny.fb_in22k,stanford_cars,TRADES_v2,in22k,supervised,14197122,"convnext_t,sup,in22k",fully convolutional,FFT (50 epochs)
60,0.767,0.438,0.382,0.066,0.615,2.2680000000000002,0.005208970389480001,large,vit_base_patch16_clip_224.laion2b_ft_in1k,stanford_cars,TRADES_v2,laion2b+in1k,hybrid,2321281167,"vit_b,clip,laion2b",fully attention,FFT (50 epochs)
61,0.419,0.116,0.09866666666666667,0.01,0.334,0.9776666666666667,1.6017286186666666e-05,large,vit_base_patch16_224.augreg_in21k_ft_in1k,stanford_cars,TRADES_v2,in22k+in1k,supervised,15478289,"vit_b,sup,ink22k-in1k",fully attention,FFT (50 epochs)
62,0.052,0.005333333333333333,0.008,0.003,0.052,0.12033333333333332,3.4611199999999997e-10,medium,vit_small_patch16_224.augreg_in21k_ft_in1k,stanford_cars,TRADES_v2,in22k+in1k,supervised,15478289,"vit_s,sup,ink22k-in1k",fully attention,FFT (50 epochs)
63,0.749,0.442,0.42,0.118,0.633,2.362,0.010385779425840002,large,eva02_base_patch14_224.mim_in22k,stanford_cars,TRADES_v2,in22k,self-supervised,14197122,"eva02_b,mim,ink22k",fully attention,FFT (50 epochs)
64,0.487,0.116,0.117,0.007,0.35,1.077,1.6193431799999997e-05,medium,eva02_tiny_patch14_224.mim_in22k,stanford_cars,TRADES_v2,in22k,self-supervised,14197122,"eva02_b,mim,ink22k",fully attention,FFT (50 epochs)
65,0.686,0.307,0.338,0.12,0.55,2.0010000000000003,0.004698109416000001,large,swin_base_patch4_window7_224.ms_in22k_ft_in1k,stanford_cars,TRADES_v2,in22k+in1k,supervised,15478289,"swin_b,sup,ink22k-in1k",fully attention,FFT (50 epochs)
66,0.634,0.215,0.25,0.06,0.477,1.6360000000000001,0.0009752980499999999,medium,swin_tiny_patch4_window7_224.ms_in1k,stanford_cars,TRADES_v2,in1k,supervised,1281167,"swin_t,sup,in1k",fully attention,FFT (50 epochs)
67,0.78,0.5493333333333333,0.494,0.16,0.669,2.6523333333333334,0.0226570626048,large,convnext_base.clip_laion2b_augreg_ft_in12k_in1k,stanford_cars,TRADES_v2,laion2b+in12k+in1k,hybrid,2330281167,"convnext_b,hybrid,laion2b-in12k-in1k",fully convolutional,FFT (50 epochs)
68,0.726,0.393,0.395,0.169,0.62,2.303,0.011808769915800002,large,convnext_base.fb_in22k_ft_in1k,stanford_cars,TRADES_v2,in22k+in1k,supervised,15478289,"convnext_b,sup,in22k-in1k",fully convolutional,FFT (50 epochs)
69,0.6373333333333333,0.33466666666666667,0.365,0.20266666666666666,0.49,2.0296666666666665,0.007731261453274073,medium,convnext_tiny.fb_in22k_ft_in1k,stanford_cars,TRADES_v2,in22k+in1k,supervised,15478289,"convnext_t,sup,in22k-in1k",fully convolutional,FFT (50 epochs)
70,0.564,0.224,0.22266666666666668,0.05466666666666667,0.446,1.5113333333333332,0.0006858668018346667,medium,coatnet_0_rw_224.sw_in1k,stanford_cars,TRADES_v2,in1k,supervised,1281167,"coatnet_0,sup,in1k",hybrid,FFT (50 epochs)
71,0.741,0.465,0.395,0.095,0.613,2.309,0.007925968396125001,large,coatnet_2_rw_224.sw_in12k_ft_in1k,stanford_cars,TRADES_v2,in12k+in1k,supervised,10281167,"coatnet_2,sup,in12k-in1k",hybrid,FFT (50 epochs)
72,0.766,0.5,0.435,0.105,0.6626666666666666,2.4686666666666666,0.011592375899999998,large,coatnet_2_rw_224.sw_in12k,stanford_cars,TRADES_v2,in12k,supervised,9000000,"coatnet_2,sup,in12k",hybrid,FFT (50 epochs)
73,0.564,0.001,0.007,0.007,0.38,0.959,1.050168e-08,small,regnetx_004.pycls_in1k,stanford_cars,TRADES_v2,in1k,supervised,1281167,"regnetx_004,sup,in1k",fully convolutional,FFT (50 epochs)
74,0.081,0.003,0.009,0.001,0.065,0.159,1.42155e-10,small,efficientnet-b0,stanford_cars,TRADES_v2,in1k,supervised,1281167,"efficientnet_b0,sup,in1k",fully convolutional,FFT (50 epochs)
75,0.5293333333333333,0.124,0.099,0.003,0.392,1.1473333333333333,7.641760895999999e-06,small,deit_tiny_patch16_224.fb_in1k,stanford_cars,TRADES_v2,in1k,supervised,1281167,"deit_t,sup,in1k",fully attention,FFT (50 epochs)
76,0.103,0.005,0.008,0.0,0.079,0.195,0.0,small,mobilevit-small,stanford_cars,TRADES_v2,in1k,supervised,1281167,"mobilevit_s,sup,in1k",hybrid,FFT (50 epochs)
77,0.486,0.0,0.008,0.053,0.328,0.875,0.0,small,mobilenetv3_large_100.ra_in1k,stanford_cars,TRADES_v2,in1k,supervised,1281167,"mobilenet_v3,sup,in1k",fully convolutional,FFT (50 epochs)
78,0.6133333333333333,0.216,0.267,0.073,0.468,1.6373333333333333,0.00120845447424,small,edgenext_small.usi_in1k,stanford_cars,TRADES_v2,in1k,supervised,1281167,"edgenetx_s,sup,in1k",hybrid,FFT (50 epochs)
79,0.684,0.309,0.283,0.039,0.5573333333333333,1.8723333333333332,0.001300111626528,small,coat_tiny.in1k,stanford_cars,TRADES_v2,in1k,supervised,1281167,"coat_t,sup,in1k",hybrid,FFT (50 epochs)
80,0.952,0.8093333333333333,0.856,0.794,0.85,4.261333333333333,0.4451204720554667,large,CLIP-convnext_base_w-laion_aesthetic-s13B-b82K,caltech101,TRADES_v2,laion_aesthetic,self-supervised (multimodal),900000000,"convnext_b,clip,laiona",fully convolutional,FFT (50 epochs)
81,0.937,0.806,0.8546666666666667,0.803,0.844,4.244666666666667,0.4374509769054188,large,CLIP-convnext_base_w-laion2B-s13B-b82K,caltech101,TRADES_v2,laion2B,self-supervised (multimodal),2320000000,"convnext_b,clip,laion2b",fully convolutional,FFT (50 epochs)
82,0.895,0.705,0.783,0.735,0.798,3.916,0.28977715536525,medium,deit_small_patch16_224.fb_in1k,caltech101,TRADES_v2,in1k,supervised,1281167,"deit_s,sup,in1k",fully attention,FFT (50 epochs)
83,0.958,0.832,0.611,0.148,0.824,3.3729999999999998,0.05939077229363199,medium,robust_resnet50,caltech101,TRADES_v2,in1k,supervised (robust),1281167,"resnet50,rob-sup,in1k",fully convolutional,FFT (50 epochs)
84,0.83,0.002,0.0,0.044,0.682,1.558,0.0,medium,vit_small_patch16_224.augreg_in21k,caltech101,TRADES_v2,in22k,supervised,14197122,"vit_s,sup,in22k",fully attention,FFT (50 epochs)
85,0.958,0.812,0.871,0.838,0.856,4.335,0.48602373282444794,large,convnext_base.fb_in1k,caltech101,TRADES_v2,in1k,supervised,1281167,"convnext_b,sup,in1k",fully convolutional,FFT (50 epochs)
86,0.901,0.171,0.4106666666666667,0.6213333333333333,0.752,2.856,0.029563295770624,medium,resnet50.a1_in1k,caltech101,TRADES_v2,in1k,supervised,1281167,"resnet50,sup,in1k",fully convolutional,FFT (50 epochs)
87,0.943,0.814,0.855,0.755,0.884,4.251,0.4380275524481999,large,robust_vit_base_patch16_224,caltech101,TRADES_v2,in1k,supervised (robust),1281167,"vit_b,rob-sup,in1k",fully attention,FFT (50 epochs)
88,0.914,0.759,0.6,0.155,0.8,3.2279999999999998,0.05161321440000001,large,vit_base_patch16_224.mae,caltech101,TRADES_v2,in1k,self-supervised,1281167,"vit_b,mae,in1k",fully attention,FFT (50 epochs)
89,0.714,0.474,0.552,0.546,0.572,2.858,0.05834508846566399,medium,vit_small_patch16_224.dino,caltech101,TRADES_v2,in1k,self-supervised,1281167,"vit_b,dino,in1k",fully attention,FFT (50 epochs)
90,0.959,0.841,0.888,0.86,0.854,4.401999999999999,0.52599775515168,large,convnext_base.fb_in22k,caltech101,TRADES_v2,in22k,supervised,14197122,"convnext_b,sup,in22k",fully convolutional,FFT (50 epochs)
91,0.964,0.878,0.892,0.748,0.91,4.392,0.51390091905152,large,robust_convnext_base,caltech101,TRADES_v2,in1k,supervised (robust),1281167,"convnext_b,rob-sup,in1k",fully convolutional,FFT (50 epochs)
92,0.901,0.691,0.748,0.7173333333333334,0.804,3.8613333333333335,0.26858484094604806,large,vit_base_patch16_224.augreg_in1k,caltech101,TRADES_v2,in1k,supervised,1281167,"vit_b,sup,in1k",fully attention,FFT (50 epochs)
93,0.894,0.737,0.802,0.733,0.81,3.976,0.31373889922188003,large,vit_base_patch16_224.augreg_in21k,caltech101,TRADES_v2,in22k,supervised,14197122,"vit_b,sup,in22k",fully attention,FFT (50 epochs)
94,0.921,0.765,0.829,0.7573333333333333,0.824,4.096333333333333,0.3644935771737599,large,vit_base_patch16_clip_224.laion2b,caltech101,TRADES_v2,laion2B,self-supervised (multimodal),2320000000,"vit_b,clip,laion2b",fully attention,FFT (50 epochs)
95,0.929,0.778,0.85,0.822,0.846,4.225,0.4272247627524,medium,convnext_tiny.fb_in1k,caltech101,TRADES_v2,in1k,supervised,1281167,"convnext_t,sup,in1k",fully convolutional,FFT (50 epochs)
96,0.967,0.899,0.844,0.5866666666666667,0.896,4.192666666666667,0.3856808141073067,medium,robust_convnext_tiny,caltech101,TRADES_v2,in1k,supervised (robust),1281167,"convnext_t,rob-sup,in1k",fully convolutional,FFT (50 epochs)
97,0.9546666666666667,0.8346666666666667,0.834,0.692,0.864,4.179333333333333,0.39732941360332796,medium,robust_deit_small_patch16_224,caltech101,TRADES_v2,in1k,supervised (robust),1281167,"deit_s,rob-sup,in1k",fully attention,FFT (50 epochs)
98,0.872,0.6026666666666667,0.711,0.682,0.772,3.639666666666667,0.19672743616204802,medium,vit_small_patch16_224.augreg_in1k,caltech101,TRADES_v2,in1k,supervised,1281167,"vit_s,sup,in1k",fully attention,FFT (50 epochs)
99,0.937,0.763,0.842,0.805,0.849,4.196000000000001,0.41141468656239005,medium,convnext_tiny.fb_in22k,caltech101,TRADES_v2,in22k,supervised,14197122,"convnext_t,sup,in22k",fully convolutional,FFT (50 epochs)
100,0.919,0.774,0.82,0.776,0.832,4.1209999999999996,0.37657837062144,large,vit_base_patch16_clip_224.laion2b_ft_in1k,caltech101,TRADES_v2,laion2b+in1k,hybrid,2321281167,"vit_b,clip,laion2b",fully attention,FFT (50 epochs)
101,0.917,0.739,0.811,0.666,0.829,3.9619999999999997,0.303433403191002,large,vit_base_patch16_224.augreg_in21k_ft_in1k,caltech101,TRADES_v2,in22k+in1k,supervised,15478289,"vit_b,sup,ink22k-in1k",fully attention,FFT (50 epochs)
102,0.848,0.65,0.712,0.702,0.753,3.665,0.20745375056639997,medium,vit_small_patch16_224.augreg_in21k_ft_in1k,caltech101,TRADES_v2,in22k+in1k,supervised,15478289,"vit_s,sup,ink22k-in1k",fully attention,FFT (50 epochs)
103,0.949,0.824,0.89,0.844,0.856,4.3629999999999995,0.5028050628889599,large,eva02_base_patch14_224.mim_in22k,caltech101,TRADES_v2,in22k,self-supervised,14197122,"eva02_b,mim,ink22k",fully attention,FFT (50 epochs)
104,0.864,0.678,0.756,0.722,0.748,3.768,0.23916852617011197,medium,eva02_tiny_patch14_224.mim_in22k,caltech101,TRADES_v2,in22k,self-supervised,14197122,"eva02_b,mim,ink22k",fully attention,FFT (50 epochs)
